cep_consultado,api,logradouro,complemento,bairro,localidade,uf,raw_json
01424000,ViaCEP,Alameda Lorena,até 392 - lado par,Jardim Paulista,São Paulo,SP,"{'cep': '01424-000', 'logradouro': 'Alameda Lorena', 'complemento': 'até 392 - lado par', 'unidade': '', 'bairro': 'Jardim Paulista', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02021030,ViaCEP,Rua Aluísio Azevedo,,Santana,São Paulo,SP,"{'cep': '02021-030', 'logradouro': 'Rua Aluísio Azevedo', 'complemento': '', 'unidade': '', 'bairro': 'Santana', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02021040,ViaCEP,Rua Xavier da Veiga,,Santana,São Paulo,SP,"{'cep': '02021-040', 'logradouro': 'Rua Xavier da Veiga', 'complemento': '', 'unidade': '', 'bairro': 'Santana', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02022040,ViaCEP,Rua Tupiguaes,,Santana,São Paulo,SP,"{'cep': '02022-040', 'logradouro': 'Rua Tupiguaes', 'complemento': '', 'unidade': '', 'bairro': 'Santana', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01426000,ViaCEP,Rua Oscar Freire,até 608 - lado par,Cerqueira César,São Paulo,SP,"{'cep': '01426-000', 'logradouro': 'Rua Oscar Freire', 'complemento': 'até 608 - lado par', 'unidade': '', 'bairro': 'Cerqueira César', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01424001,ViaCEP,Alameda Lorena,até 391 - lado ímpar,Jardim Paulista,São Paulo,SP,"{'cep': '01424-001', 'logradouro': 'Alameda Lorena', 'complemento': 'até 391 - lado ímpar', 'unidade': '', 'bairro': 'Jardim Paulista', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02056030,ViaCEP,Rua Néfele,,Vila Guilherme,São Paulo,SP,"{'cep': '02056-030', 'logradouro': 'Rua Néfele', 'complemento': '', 'unidade': '', 'bairro': 'Vila Guilherme', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01520000,ViaCEP,Rua Alexandre Levi,,Cambuci,São Paulo,SP,"{'cep': '01520-000', 'logradouro': 'Rua Alexandre Levi', 'complemento': '', 'unidade': '', 'bairro': 'Cambuci', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02022130,ViaCEP,Rua Vasco Cinquini,,Vila Bianca,São Paulo,SP,"{'cep': '02022-130', 'logradouro': 'Rua Vasco Cinquini', 'complemento': '', 'unidade': '', 'bairro': 'Vila Bianca', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02068030,ViaCEP,Rua dos Camarés,,Carandiru,São Paulo,SP,"{'cep': '02068-030', 'logradouro': 'Rua dos Camarés', 'complemento': '', 'unidade': '', 'bairro': 'Carandiru', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02041020,ViaCEP,Rua Gaspar Soares,,Jardim São Paulo(Zona Norte),São Paulo,SP,"{'cep': '02041-020', 'logradouro': 'Rua Gaspar Soares', 'complemento': '', 'unidade': '', 'bairro': 'Jardim São Paulo(Zona Norte)', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02055080,ViaCEP,Rua Cristo Operário,,Vila Guilherme,São Paulo,SP,"{'cep': '02055-080', 'logradouro': 'Rua Cristo Operário', 'complemento': '', 'unidade': '', 'bairro': 'Vila Guilherme', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02080010,ViaCEP,Rua Piatá,,Vila Isolina Mazzei,São Paulo,SP,"{'cep': '02080-010', 'logradouro': 'Rua Piatá', 'complemento': '', 'unidade': '', 'bairro': 'Vila Isolina Mazzei', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02138040,ViaCEP,Rua Marabu,,Vila Sabrina,São Paulo,SP,"{'cep': '02138-040', 'logradouro': 'Rua Marabu', 'complemento': '', 'unidade': '', 'bairro': 'Vila Sabrina', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02125020,ViaCEP,Rua Otacílio de Albuquerque,,Vila Maria Alta,São Paulo,SP,"{'cep': '02125-020', 'logradouro': 'Rua Otacílio de Albuquerque', 'complemento': '', 'unidade': '', 'bairro': 'Vila Maria Alta', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02056070,ViaCEP,Rua São Quirino,,Vila Guilherme,São Paulo,SP,"{'cep': '02056-070', 'logradouro': 'Rua São Quirino', 'complemento': '', 'unidade': '', 'bairro': 'Vila Guilherme', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01542010,ViaCEP,Rua Antônio Tavares,,Cambuci,São Paulo,SP,"{'cep': '01542-010', 'logradouro': 'Rua Antônio Tavares', 'complemento': '', 'unidade': '', 'bairro': 'Cambuci', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02075001,ViaCEP,Rua José Gonçalves Gomide,de 401/402 ao fim,Vila Guilherme,São Paulo,SP,"{'cep': '02075-001', 'logradouro': 'Rua José Gonçalves Gomide', 'complemento': 'de 401/402 ao fim', 'unidade': '', 'bairro': 'Vila Guilherme', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01536000,ViaCEP,Avenida Lacerda Franco,até 1220/1221,Cambuci,São Paulo,SP,"{'cep': '01536-000', 'logradouro': 'Avenida Lacerda Franco', 'complemento': 'até 1220/1221', 'unidade': '', 'bairro': 'Cambuci', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01509000,ViaCEP,Rua José Getúlio,lado par,Liberdade,São Paulo,SP,"{'cep': '01509-000', 'logradouro': 'Rua José Getúlio', 'complemento': 'lado par', 'unidade': '', 'bairro': 'Liberdade', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01425000,ViaCEP,Rua Guarará,lado par,Jardim Paulista,São Paulo,SP,"{'cep': '01425-000', 'logradouro': 'Rua Guarará', 'complemento': 'lado par', 'unidade': '', 'bairro': 'Jardim Paulista', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02138050,ViaCEP,Rua João Batista de Mendonça,,Vila Sabrina,São Paulo,SP,"{'cep': '02138-050', 'logradouro': 'Rua João Batista de Mendonça', 'complemento': '', 'unidade': '', 'bairro': 'Vila Sabrina', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02144010,ViaCEP,Rua Soldado Gentil Guimarães,,Parque Novo Mundo,São Paulo,SP,"{'cep': '02144-010', 'logradouro': 'Rua Soldado Gentil Guimarães', 'complemento': '', 'unidade': '', 'bairro': 'Parque Novo Mundo', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02079000,ViaCEP,Rua Coronel Marcílio Franco,até 819/820,Vila Isolina Mazzei,São Paulo,SP,"{'cep': '02079-000', 'logradouro': 'Rua Coronel Marcílio Franco', 'complemento': 'até 819/820', 'unidade': '', 'bairro': 'Vila Isolina Mazzei', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01450000,ViaCEP,Rua Escócia,,Jardim Europa,São Paulo,SP,"{'cep': '01450-000', 'logradouro': 'Rua Escócia', 'complemento': '', 'unidade': '', 'bairro': 'Jardim Europa', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01511000,ViaCEP,Rua Conselheiro Furtado,até 845/846,Liberdade,São Paulo,SP,"{'cep': '01511-000', 'logradouro': 'Rua Conselheiro Furtado', 'complemento': 'até 845/846', 'unidade': '', 'bairro': 'Liberdade', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02150030,ViaCEP,Rua Professor Joaquim Álvarez Cruz,,Jardim Guanca,São Paulo,SP,"{'cep': '02150-030', 'logradouro': 'Rua Professor Joaquim Álvarez Cruz', 'complemento': '', 'unidade': '', 'bairro': 'Jardim Guanca', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01218010,AwesomeAPI,Alameda Eduardo Prado,,Campos Elíseos,São Paulo,SP,"{'cep': '01218010', 'address_type': 'Alameda', 'address_name': 'Eduardo Prado', 'address': 'Alameda Eduardo Prado', 'state': 'SP', 'district': 'Campos Elíseos', 'lat': '-23.53089', 'lng': '-46.64972', 'city': 'São Paulo', 'city_ibge': '3550308', 'ddd': '11'}"
01526000,ViaCEP,Rua Bueno de Andrade,,Aclimação,São Paulo,SP,"{'cep': '01526-000', 'logradouro': 'Rua Bueno de Andrade', 'complemento': '', 'unidade': '', 'bairro': 'Aclimação', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01543020,ViaCEP,Rua Sebastião Carneiro,,Aclimação,São Paulo,SP,"{'cep': '01543-020', 'logradouro': 'Rua Sebastião Carneiro', 'complemento': '', 'unidade': '', 'bairro': 'Aclimação', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01524010,ViaCEP,Rua Alexandrino da Silveira Bueno,,Cambuci,São Paulo,SP,"{'cep': '01524-010', 'logradouro': 'Rua Alexandrino da Silveira Bueno', 'complemento': '', 'unidade': '', 'bairro': 'Cambuci', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01552000,ViaCEP,Avenida Dom Pedro I,lado par,Vila Monumento,São Paulo,SP,"{'cep': '01552-000', 'logradouro': 'Avenida Dom Pedro I', 'complemento': 'lado par', 'unidade': '', 'bairro': 'Vila Monumento', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01532001,ViaCEP,Rua Castro Alves,lado ímpar,Aclimação,São Paulo,SP,"{'cep': '01532-001', 'logradouro': 'Rua Castro Alves', 'complemento': 'lado ímpar', 'unidade': '', 'bairro': 'Aclimação', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01513000,ViaCEP,Rua São Paulo,,Liberdade,São Paulo,SP,"{'cep': '01513-000', 'logradouro': 'Rua São Paulo', 'complemento': '', 'unidade': '', 'bairro': 'Liberdade', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02216060,ViaCEP,Rua Armando Paim,,Vila Medeiros,São Paulo,SP,"{'cep': '02216-060', 'logradouro': 'Rua Armando Paim', 'complemento': '', 'unidade': '', 'bairro': 'Vila Medeiros', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02228000,ViaCEP,Rua Francisco Alves Bezerra,até 793/794,Parque Edu Chaves,São Paulo,SP,"{'cep': '02228-000', 'logradouro': 'Rua Francisco Alves Bezerra', 'complemento': 'até 793/794', 'unidade': '', 'bairro': 'Parque Edu Chaves', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02020040,ViaCEP,Rua Dacache,,Santana,São Paulo,SP,"{'cep': '02020-040', 'logradouro': 'Rua Dacache', 'complemento': '', 'unidade': '', 'bairro': 'Santana', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02211020,ViaCEP,Rua Ponte Nova,,Vila Ede,São Paulo,SP,"{'cep': '02211-020', 'logradouro': 'Rua Ponte Nova', 'complemento': '', 'unidade': '', 'bairro': 'Vila Ede', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02265001,ViaCEP,Avenida Guapira,de 315/316 a 1049/1050,Tucuruvi,São Paulo,SP,"{'cep': '02265-001', 'logradouro': 'Avenida Guapira', 'complemento': 'de 315/316 a 1049/1050', 'unidade': '', 'bairro': 'Tucuruvi', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02205000,ViaCEP,Avenida Boschetti,até 729/730,Vila Medeiros,São Paulo,SP,"{'cep': '02205-000', 'logradouro': 'Avenida Boschetti', 'complemento': 'até 729/730', 'unidade': '', 'bairro': 'Vila Medeiros', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02264040,ViaCEP,Rua Gurjaú,,Vila Nova Carolina,São Paulo,SP,"{'cep': '02264-040', 'logradouro': 'Rua Gurjaú', 'complemento': '', 'unidade': '', 'bairro': 'Vila Nova Carolina', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02265002,ViaCEP,Avenida Guapira,de 1051/1052 ao fim,Tucuruvi,São Paulo,SP,"{'cep': '02265-002', 'logradouro': 'Avenida Guapira', 'complemento': 'de 1051/1052 ao fim', 'unidade': '', 'bairro': 'Tucuruvi', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
01548010,ViaCEP,Rua Frederico Von Martius,,Vila Monumento,São Paulo,SP,"{'cep': '01548-010', 'logradouro': 'Rua Frederico Von Martius', 'complemento': '', 'unidade': '', 'bairro': 'Vila Monumento', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02303150,ViaCEP,Rua Araçoiaba da Serra,,Tucuruvi,São Paulo,SP,"{'cep': '02303-150', 'logradouro': 'Rua Araçoiaba da Serra', 'complemento': '', 'unidade': '', 'bairro': 'Tucuruvi', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02271000,ViaCEP,Rua Cristóvão Arraes,,Vila Santa Terezinha (Zona Norte),São Paulo,SP,"{'cep': '02271-000', 'logradouro': 'Rua Cristóvão Arraes', 'complemento': '', 'unidade': '', 'bairro': 'Vila Santa Terezinha (Zona Norte)', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02311100,ViaCEP,Rua das Gamboas,,Vila Mazzei,São Paulo,SP,"{'cep': '02311-100', 'logradouro': 'Rua das Gamboas', 'complemento': '', 'unidade': '', 'bairro': 'Vila Mazzei', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02266001,ViaCEP,Avenida Maestro Villa-Lobos,de 521/522 ao fim,Vila Gustavo,São Paulo,SP,"{'cep': '02266-001', 'logradouro': 'Avenida Maestro Villa-Lobos', 'complemento': 'de 521/522 ao fim', 'unidade': '', 'bairro': 'Vila Gustavo', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02357000,ViaCEP,Avenida Senador José Ermírio de Moraes,até 398/399,Tremembé,São Paulo,SP,"{'cep': '02357-000', 'logradouro': 'Avenida Senador José Ermírio de Moraes', 'complemento': 'até 398/399', 'unidade': '', 'bairro': 'Tremembé', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02335020,ViaCEP,Rua Rubiácea,,Água Fria,São Paulo,SP,"{'cep': '02335-020', 'logradouro': 'Rua Rubiácea', 'complemento': '', 'unidade': '', 'bairro': 'Água Fria', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02318050,ViaCEP,Rua Apuana,,Jardim Jaçanã,São Paulo,SP,"{'cep': '02318-050', 'logradouro': 'Rua Apuana', 'complemento': '', 'unidade': '', 'bairro': 'Jardim Jaçanã', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02310000,ViaCEP,Avenida Mazzei,até 645/646,Vila Mazzei,São Paulo,SP,"{'cep': '02310-000', 'logradouro': 'Avenida Mazzei', 'complemento': 'até 645/646', 'unidade': '', 'bairro': 'Vila Mazzei', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02402500,ViaCEP,Rua Voluntários da Pátria,de 3900 a 4198 - lado par,Santana,São Paulo,SP,"{'cep': '02402-500', 'logradouro': 'Rua Voluntários da Pátria', 'complemento': 'de 3900 a 4198 - lado par', 'unidade': '', 'bairro': 'Santana', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02407020,ViaCEP,Rua Coronel Aires de Campos Castro,,Água Fria,São Paulo,SP,"{'cep': '02407-020', 'logradouro': 'Rua Coronel Aires de Campos Castro', 'complemento': '', 'unidade': '', 'bairro': 'Água Fria', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02258230,ViaCEP,Rua Almeida Serra,,Vila Constança,São Paulo,SP,"{'cep': '02258-230', 'logradouro': 'Rua Almeida Serra', 'complemento': '', 'unidade': '', 'bairro': 'Vila Constança', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02435001,ViaCEP,Avenida do Guacá,de 601/602 ao fim,Lauzane Paulista,São Paulo,SP,"{'cep': '02435-001', 'logradouro': 'Avenida do Guacá', 'complemento': 'de 601/602 ao fim', 'unidade': '', 'bairro': 'Lauzane Paulista', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02167080,ViaCEP,Rua Manguari,,Jardim Andaraí,São Paulo,SP,"{'cep': '02167-080', 'logradouro': 'Rua Manguari', 'complemento': '', 'unidade': '', 'bairro': 'Jardim Andaraí', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02220002,ViaCEP,Rua Itamonte,de 1151/1152 ao fim,Vila Medeiros,São Paulo,SP,"{'cep': '02220-002', 'logradouro': 'Rua Itamonte', 'complemento': 'de 1151/1152 ao fim', 'unidade': '', 'bairro': 'Vila Medeiros', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02327020,ViaCEP,Rua Flor do Lírio,,Jardim Portal I e II,São Paulo,SP,"{'cep': '02327-020', 'logradouro': 'Rua Flor do Lírio', 'complemento': '', 'unidade': '', 'bairro': 'Jardim Portal I e II', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02440030,ViaCEP,Rua Evian,,Lauzane Paulista,São Paulo,SP,"{'cep': '02440-030', 'logradouro': 'Rua Evian', 'complemento': '', 'unidade': '', 'bairro': 'Lauzane Paulista', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02435010,ViaCEP,Rua Diogo Grasson Tinoco,,Lauzane Paulista,São Paulo,SP,"{'cep': '02435-010', 'logradouro': 'Rua Diogo Grasson Tinoco', 'complemento': '', 'unidade': '', 'bairro': 'Lauzane Paulista', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02452050,ViaCEP,Rua Bernardino de Sena,,Vila Ester (Zona Norte),São Paulo,SP,"{'cep': '02452-050', 'logradouro': 'Rua Bernardino de Sena', 'complemento': '', 'unidade': '', 'bairro': 'Vila Ester (Zona Norte)', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02472110,ViaCEP,Rua Basílio Stefani,,Imirim,São Paulo,SP,"{'cep': '02472-110', 'logradouro': 'Rua Basílio Stefani', 'complemento': '', 'unidade': '', 'bairro': 'Imirim', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02435090,ViaCEP,Rua Professor Dorival Dias Minhoto,,Lauzane Paulista,São Paulo,SP,"{'cep': '02435-090', 'logradouro': 'Rua Professor Dorival Dias Minhoto', 'complemento': '', 'unidade': '', 'bairro': 'Lauzane Paulista', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02450000,ViaCEP,Alameda Afonso Schmidt,até 499/500,Santa Teresinha,São Paulo,SP,"{'cep': '02450-000', 'logradouro': 'Alameda Afonso Schmidt', 'complemento': 'até 499/500', 'unidade': '', 'bairro': 'Santa Teresinha', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02474000,ViaCEP,Rua Rido Roque,,Vila Roque,São Paulo,SP,"{'cep': '02474-000', 'logradouro': 'Rua Rido Roque', 'complemento': '', 'unidade': '', 'bairro': 'Vila Roque', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02461000,ViaCEP,Rua Copacabana,,Santa Teresinha,São Paulo,SP,"{'cep': '02461-000', 'logradouro': 'Rua Copacabana', 'complemento': '', 'unidade': '', 'bairro': 'Santa Teresinha', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02365140,ViaCEP,Rua da Bica,,Jardim São João (Zona Norte),São Paulo,SP,"{'cep': '02365-140', 'logradouro': 'Rua da Bica', 'complemento': '', 'unidade': '', 'bairro': 'Jardim São João (Zona Norte)', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
02441000,ViaCEP,Avenida Ultramarino,até 599/600,Lauzane Paulista,São Paulo,SP,"{'cep': '02441-000', 'logradouro': 'Avenida Ultramarino', 'complemento': 'até 599/600', 'unidade': '', 'bairro': 'Lauzane Paulista', 'localidade': 'São Paulo', 'uf': 'SP', 'estado': 'São Paulo', 'regiao': 'Sudeste', 'ibge': '3550308', 'gia': '1004', 'ddd': '11', 'siafi': '7107'}"
